id,qid1,qid2,question1,question2,is_duplicate
364,727,728,괜찮은게 아닌가봐,괴로워,0
365,729,730,괜찮을줄 알았는데,구걸하듯 사랑하지 마,1
366,731,732,괜히 건들지 말라고,나 좀 건들지마,0
367,733,734,괜히 기다렸어,나만 기다렸나봐,0
368,735,736,괜히 농담해서 망했다,분위기 좋았는데 망했다,0
369,737,738,괜히 아까운 시간 버렸다,시간 버렸다,0
370,739,740,괜히 카톡했네.,군인이라 슬프네.,1
371,741,742,괜히 화가 나서 짝남한테 연락 끊자고 했어.,딴일로 화났는데 짝남이랑도 싸움,0
372,743,744,괴롭습니다.,궁금한게 있는데,1
373,745,746,괴물이 되어 가는 느낌이 들어,나 점점 괴물이 되고 있어,0
374,747,748,교보문고 왔어,서점 왔어,0
375,749,750,교양 듣는데 심남 있음. ,교양 시간에 심남 발견,0
376,751,752,교양 듣는데 어떤 남자가 자꾸 쳐다 봐. 관심 있는 걸까?,왜 쳐다 보지 관심 있나,0
377,753,754,교양 듣는데 어떤 여자가 자꾸 쳐다봄. 썸 각?,교회에 좋아하는 여자애가 생겼어.,1
378,755,756,교양수업 시간에 마음에 드는 애 있어,교양수업에서 마음에 드는 애 있어,0
379,757,758,교양수업이 재미있어,교양수업 은근 재미져,0
380,759,760,교양이 전공보다 재미있어,교양 수업 재밌어,0
381,761,762,교직이수 가능할까,나 교직이수할 수 있을까?,0
382,763,764,교통사고 났었어.,교통사고 당했어,0
383,765,766,교회 갔다 만났어,교회에서 만났어,0
384,767,768,교회 오빠한테 눈이 가,교회에 좋아하는 오빠가 생겼어.,0
385,769,770,구남친하고 헤어진지 얼마 안됐는데 다른 사람을 좋아하게 됐어.,구썸남 인스타에 좋아요 누름.,1
386,771,772,구박하면서 엄청 일 시켜,일도 못하는데 엄청 시켜,0
387,773,774,구속을 너무 많이 해,구여친이랑 헤어진지 꽤 됐는데 좋아하는 사람이 없음.,1
388,775,776,구썸남 보고싶어.,구썸남한테 연락하고 싶다.,0
389,777,778,구짝남한테 카톡했는데 읽씹해서 미련 없이 차단했어요.,군인인데 여자친구 보고 싶어,1
390,779,780,군대 가도 기다리겠다더니,궁금한게있어!!,1
391,781,782,군대 갔다 올 때까지 기다릴 수 있을까,군대 기다릴 수 있을까,0
392,783,784,군대 기다려 주려고,군대 기다려도 될까,0
393,785,786,군대 때문에 헤어져야하는게 고민임.,군인 남친 보고 싶어,1
394,787,788,군대가기 전인데 썸녀한테 고백해도 될까,귀찮으면 썸 끝인가,1
395,789,790,군대를 기다리는게 너무 힘들어,그 남자를 좋아해도 되는지 고민이야.,1
396,791,792,군인입니다 환승이별.,권태기 이기적인 거 알지만,1
397,793,794,궁금하지?,궁금하면 오백원,0
398,795,796,궁금한게있습니다,권태기는 노답이네,1
399,797,798,궁금해 알려줘,궁금해,0
400,799,800,권태기 .,권태기로 헤어지면 후회할까,1
401,801,802,권태기 어떻게 해결해야할까.,권태기가 찾아온 이유?,0
402,803,804,권태기 이별,그 모습 자꾸 생각나,1
403,805,806,권태기라고 이별을 통보하는 사람,그 사람에게 여자가 생겼네. .,1
404,807,808,귀가 가려워,귀가 간지러,0
405,809,810,귀가 윙윙거려,귀 아파,0
406,811,812,그 남자의 결혼 소식,그 애하고 다녔던곳들 찾아다니는 습관,1
407,813,814,그 사람 때문에 하루에도 몇 번씩 기분이 오르락 내리락 해.,그 애도 내 생각을 할까?,1
408,815,816,그 사람 생각에 잠이 안 와.,그 여자를 좋아해도 되는지 고민이 됩니다.,1
409,817,818,그 사람 이상형 알고 싶어,그가 내 연락을 부담스러워하진 않을까.,1
410,819,820,그 사람과 내 맘이 같을까?,그게 잘 안되네.,1
411,821,822,그 사람도 그럴까??,그나저나 웃기라고 해보죠.,1
412,823,824,그 사람은 나한테 관심이 없는걸까?,그냥 결혼이나 할까?,1
413,825,826,그 사람이 나 안 좋아하는 거 같아,내가 좋아하는 사람이 나 안 좋아하는 거 같아,0
414,827,828,그 사람이 나 좋아해줬으면 좋겠다,내가 좋아하는 사람이 나 좋아해줬으면 좋겠다,0
415,829,830,그 사람이 나를 좋아하는 줄 알았는데.,그녀가 내 연락을 부담스러워할까?,1
416,831,832,그 사람이 나를 찾았으면 좋겠어,그녀가 지금 내 눈앞에 있습니다.,1
417,833,834,그 사람이 날 좋아하는 이유가 뭘까.,그녀는 나를 어떻게 생각할까?,1
418,835,836,그 사람이 뭐하는지 궁금해.,그녀는 내 마음을 알까?,1
419,837,838,그 사람이 저를 그만 좋아하게 하는 방법 있을까요?,그녀는 내가 좋아하는 것을 이용하는 거야?,1
420,839,840,그 사람이 참 그리워,그냥 가슴이 아프네,1
421,841,842,그 사람이 행복했으면 좋겠다,내가 좋아하는 사람이 행복했으면 좋겠다,0
422,843,844,그 시절엔 다 그랬지,그땐 그랬지,0
423,845,846,그 애 앞에서 말을 잘 못하겠어,그녀는 내가 좋아하는 이 상황을 즐기는 것 같아.,1
424,847,848,그게 되니,그냥 나를 위해 살고 싶어,1
425,849,850,그나저나 힘들긴 힘드네.,그냥 답답하네.,1
426,851,852,그냥 고백할걸,만나서 고백할걸,0
427,853,854,그냥 공무원이 좋을 듯,공무원 준비할까,0
428,855,856,그냥 궁금해,그냥 만남과 헤어짐의 연속,1
429,857,858,그냥 내버려 둬 주었으면,나 좀 내버려 뒀으면,0
430,859,860,그냥 다 포기하려구,그냥 보고싶다,1
431,861,862,그냥 마음에서 지울게,그냥 써 봐.,1
432,863,864,그냥 무작정 그녀 집에 갑니다,그냥 이별은 힘듬,1
433,865,866,그냥 보내려 합니다.,그냥 차단이나 하지.,1
434,867,868,그냥 선 볼까?,선 볼까?,0
435,869,870,그냥 씹어야겠다.,잠수가 취미,0
436,871,872,그냥 이렇게 산다.,그냥 행복하면 그뿐,1
437,873,874,그냥 잘못했다고 하면 될거 같은데 자꾸 변명해,자기 잘못 인정 안하는 사람,0
438,875,876,그냥 주절주절,그냥.너와 말한마디 섞고 너와의 인연에 고맙다,1
439,877,878,그냥 친구하자네,그녀 생각에,1
440,879,880,그냥 할까?,해볼까?,0
441,881,882,그냥 혼자 있는게 좋아,혼자 있고 싶다,0
442,883,884,그냥 흔한 이별 그리고 넋두리,그녀 생일,1
443,885,886,그녀 생각만 하면 멍해져,그녀가 꿈에 나와서 다시 만나고 싶다 했어,1
444,887,888,그녀 생각에 아직 잠을 잘못잡니다,그녀가 많이 힘들어보이네,1
445,889,890,그녀 참 잔인하네.,그녀는 가끔 이라도 나를 생각해 줄까?,1
446,891,892,그녀가 떠났습니다,그녀는 무슨 생각일까?ㅠ,1
447,893,894,그녀가 정말 떠납니다,그녀로부터 연락이왔습니다,1
448,895,896,그녀는 내게 돌아오지 않아 이젠 잊어야해.,그녀를 떠나 보냈습니다.,1
449,897,898,그녀는 이별했지만 전 아직 슬픈진행중,그녀를 만났던 카페에서 탈퇴했어,1
450,899,900,그녀는 조금이라도 내 생각을 할까?,내 생각을 할까?,0
451,901,902,그녀는 지금 무슨 생각을 할까?,무슨 생각을 할까?,0
452,903,904,그녀는 지금 뭐하고 있을까?,뭐하고 있을까?,0
453,905,906,그녀도 나를 좋아하는 줄 알았는데 아닌가봐.,나를 좋아하는 줄 알았는데.,0
454,907,908,그녀도 나를 좋아했으면 좋겠는데.,나 좀 좋아해 주면 좋겠다.,0
455,909,910,그녀도 내 생각을 할까?,내 생각을 할까?,0
456,911,912,그녀를 다시 찾았습니다,그녀를 되 찾았습니다,0
457,913,914,그녀를 닮은 여잘 보고,그녀를만나고와서,1
458,915,916,그녀를 떠나보내야 하나?,그녀에게 받았던 선물들을 모조리 다 버리려 합니다.,1
459,917,918,그녀를 생각할 수록 내가 비참해져.,그리워수록 내가 비참해져.,0
460,919,920,그녀를 잊어야 하는게 너무 힘이 드네.,그녀에게도 후폭풍이 올까??,1
461,921,922,그녀에 sns를 봤습니다.,그녀와 이별을 할때마다 한나씩 잃었었네.,1
462,923,924,그녀에게 연락이 왔습니다,그녀와 헤어지고 느낀게 많네,1
463,925,926,그녀와 같은 조가 하고 싶어.,같은 조 되면 좋겠다.,0
464,927,928,그녀와 운동하던 헬스장 짐 정리 하러 갑니다,그녀의 남자사진을 봤습니다,1
465,929,930,그녀와 헤어졋습니다,그녀의 사진들 다 지웠어.,1
466,931,932,그녀의 결혼 너무 가슴이 아프네,그녀의 소식 친구로부터 전해듣기.,1
467,933,934,그녀의 모습을 보는 마지막 순간,그녀의 카톡이 없어졌다.,1
468,935,936,그녀의 소식,그노무 카톡.,1
469,937,938,그녀의 카톡,그대가 보고파,1
470,939,940,그녀의 행복을 진심으로 빌어주는 날이 올까,그동안 보내왔던 시간.,1
471,941,942,그녀의 환심을 살 수 있는 방법이 뭐가 있을까?,환심을 살 수 있는 방법은 뭘까?,0
472,943,944,그놈 생일이예요,그땐 몰랐습니다,1
473,945,946,그는 나를 어떻게 생각할까?,나에 대해서 어떻게 생각할까?,0
474,947,948,그는 내 마음을 알까?,내 마음을 알까?,0
475,949,950,그는 내가 좋아하는 마음을 이용하는 걸까?,내 마음을 이용하는 걸까?,0
476,951,952,그는 내가 좋아하는 이 상황을 즐기는 것 같아.,내가 좋아하는거 즐기는 것 같아.,0
477,953,954,그는 조금이라도 내 생각을 할까?,조금이라도 내 생각을 할까?,0
478,955,956,그는 지금 무슨 생각을 할까?,무슨 생각을 할까?,0
479,957,958,그는 지금 뭐하고 있을까.,뭐하고 있을까.,0
480,959,960,그도 나를 좋아하는 줄 알았는데 아니었어.,나를 좋아하는 줄 알았는데 아니구나.,0
481,961,962,그도 나를 좋아했으면 좋겠다.,걔도 나를 좋아했으면 좋겠다.,0
482,963,964,그동안 감정적으로 너무 기대한 듯,"그래, 결국 전화할 줄 알았다.",1
483,965,966,그동안 잘 지냈나요?,잘 지냈어?,0
484,967,968,그동안의 만남과 시간이 멈춰버렸습니다.,그래도 속이좀 풀리네,1
485,969,970,그래 오늘 내가 찼어,그런 여자가 있었지하고 잊혀지겠지,1
486,971,972,그래도 겨우 번호를 지웠어,그렇게 기다렸는데,1
487,973,974,그래도 아프다,그리고 3년하고도 5개월,1
488,975,976,그래도 좀 기대했는데,기대했는데,0
489,977,978,그래이제  결정했어,나 결정했어,0
490,979,980,그런 사람인가보다 해야하나봐,그런 사람인갑다 해야지,0
491,981,982,그런 친구 아니었는데 너무 귀찮게 하네,친구가 귀찮게해,0
492,983,984,그럼에도 난 이러고 있어,그리움.,1
493,985,986,그렇게 오래 살았는데도 이해를 못하겠어,오랜 시간을 함께해도 이해하지 못하겠어,0
494,987,988,그렇게 잊어가는구나,그리움이 나을가아픔이 나을가,1
495,989,990,그렇게 할래,그래 그러자,0
496,991,992,그를 생각하면 할수록 내가 비참해.,생각할수록 내가 비참해.,0
497,993,994,그를 좋아하면 내가 비참해지는거 아는데도 포기가 안돼.,비참한데 포기가 안돼.,0
498,995,996,그리울수록 아파,그리워 할수록 아파,0
499,997,998,그리움,그리워서 죽고 싶다는 생각이 드네.,1
500,999,1000,그리움만은 어쩔수 없는가보다,그만 힘들어하구 싶다,1
501,1001,1002,그리워 하지마 만약 다시 만난다면 넌 더 외로울거야,그사람도 아주 가끔은 내 생각해줬으면 좋겠어,1
502,1003,1004,그림 좀 잘 그렸으면 좋겠다,그림 잘 그리고 싶다,0
503,1005,1006,그만 두고 나오고 싶어,사표 던지고 나오고 싶어,0
504,1007,1008,그만 먹어야 하는데,먹을까 참을까,0
505,1009,1010,그만 울어야지,그사람은지금대전에있습니다,1
506,1011,1012,그말 하지 말걸,그쪽은 너무 편안하고 즐겁게 지내.,1
507,1013,1014,그사람 이상형 궁금해,그 사람 이상형은 뭘까,0
508,1015,1016,그사람도 이별을 준비 중인 걸까,근데 헤어지고 별로 힘들지 않은건 왜그런건가?,1
509,1017,1018,그사람이 자꾸 꿈에 나와,글을 쓰게 되네,1
510,1019,1020,그와 같은 조가 되고 싶은데 먼저 말해볼까?,같은 조하자고 먼저 말해볼까?,0
511,1021,1022,그의 환심을 살 수 있을까?,환심을 살 수 있을까?,0
512,1023,1024,그저 그런 연애,연애하면 재미 있을 줄 알았는데,0
513,1025,1026,극복 연락 흔들림,기다리고 계신 분들.,1
514,1027,1028,근육 있으면 멋있을텐데,운동 잘하는 사람 멋있어,0
515,1029,1030,근황이 궁금해,요즘 어떻게 지내는지 궁금해,0
516,1031,1032,글 썼다가 지우게 돼,기다리는게 답일까,1
517,1033,1034,금값 알아?,금값 어때,0
518,1035,1036,금수저로 태어났으면,금수저로 태어났으면 좋았을텐데,0
519,1037,1038,급 내 짝남 생각나는 일화가.,갑자기 짝남 생각나는 일화가.,0
520,1039,1040,기 빨렸어,너무  기빨려,0
521,1041,1042,기념일 다 챙기는거 귀찮아,기념일 챙기기 귀찮아,0
522,1043,1044,기념일 못챙겼어,기념일 또 까먹었어,0
523,1045,1046,기념일에 대한 추억,기다리다 지친듯해,1
524,1047,1048,기념일에 선물 어느정도로 해줘?,기념일 선물  얼마나 드나?,0
525,1049,1050,기념일은 언제언제 챙겨?,기념일은 챙겨?,0
526,1051,1052,기능 좀 알려줘봐봐,할 줄 아는거 뭐야?,0
527,1053,1054,기다리는 것도 지쳐,이제 기다리는 것도 지쳐,0
528,1055,1056,기다리는 것도 행복해,기다리는 사람 있는 것도 행복한 일이구나,0
529,1057,1058,기다리라고 말 못하겠어,기다리라고 못 말하겠어,0
530,1059,1060,기다림,기숙사 괜찮을까,1
531,1061,1062,기다리고 있습니다,기다리지 않았다고 하지만 기다렸어,1
532,1063,1064,기다리는게 힘든거네,기대하지 마라.,1
533,1065,1066,기다리면 연락은 오더라구,기분이 너덜너덜,1
534,1067,1068,기다림 속에 갇혀 있어,기다리는 거 지쳐,0
535,1069,1070,기대하지 말걸,기대가 무너졌어,0
536,1071,1072,기대했는데,나 많이 기대했는데,0
537,1073,1074,기댈 수 있는 남자 만나고 싶어,어깨를 기댈 수 있는 남자 만나고 싶어,0
538,1075,1076,기댈 수 있는 사람이 이상형이야,힘들 때 기댈 수 있는 사람이 이상형이야,0
539,1077,1078,기름값 올랐어.,차 기름값이 또 올랐네,0
540,1079,1080,기본이 뭔지도 모르는 것 같아.,기본이 안 되어 있어,0
541,1081,1082,기부 좀 했어요,기부했어,0
542,1083,1084,기분 꿀꿀해,오늘 괜히 기분 꿀꿀해,0
543,1085,1086,기분 나쁜 농담을 계속하고 있어,나는 기분 나쁜데 농담이라고 계속해,0
544,1087,1088,기분 울적해서 좀 걷고 있어,울적해서 거리를 걷고 있어,0
545,1089,1090,기분 전환이 필요해,기분 전환 하고 싶어,0
546,1091,1092,기분 참 더럽네,기억을 지우고 싶네,1
547,1093,1094,기분이 더러워,기분이 그지 같아,0
548,1095,1096,기분이 묘하다,기분이 이상해,0
549,1097,1098,기분이 묘한 하루네,기억이 불쑥 날 때,1
550,1099,1100,기분이 묘해,이 기분은 뭘까,0
551,1101,1102,기숙사 사는거 어떨까?,기숙사 살면 불편해?,0
552,1103,1104,기숙사 안됐어,기숙사 떨어졌어,0
553,1105,1106,기술 좀 배울까,기술 배울까,0
554,1107,1108,기억에서 잊혀질까?,기억하고 싶지 않은 기억!,1
